"","DestinationCity","OriginCity","AirlineStatus","Age","Gender","PriceSensitivity","YearOfFirstFlight","FLightsPerYear","Loyalty","TypeOfTravel","TotalFreqFlyAccount","ShoppingAmount","FoodExpenses","Class","FlightDate","PartnerCode","ScheduleDepHour","DepartureDelayInMin","ArrivalDelayInMin","FlightCancelled","FlightDuration","Distance","LikelihoodRecommendScore","OriginLong","OriginLat","DestLong","DestLat","DestinationState","OriginState"
"4211","Atlanta","Akron","Gold",34,"Female",1,2003,0,1,"Business travel",2,30,180,"Eco","3/11/14","DL",14,0,0,"No",78,528,8,-81.4919,41.0662,-84.3319,33.8241,"GA","OH"
"4212","Los Angeles","Reno","Blue",21,"Male",2,2010,21,-0.3548,"Business travel",0,0,80,"Eco","3/3/14","OO",16,4,2,"No",60,391,4,-119.7959,39.5326,-118.1043,33.9827,"CA","NV"
"4213","Los Angeles","Atlanta","Gold",76,"Male",1,2010,17,-0.4167,"Personal Travel",1,0,10,"Eco","2/1/14","DL",12,30,20,"No",268,1947,3,-84.3319,33.8241,-118.1043,33.9827,"CA","GA"
"4214","Kahului","Sacramento","Blue",51,"Male",1,2005,8,0.0588,"Business travel",1,0,30,"Eco","1/20/14","AS",10,0,0,"No",307,2404,9,-121.3247,38.6386,-156.4779,20.8864,"HI","CA"
"4215","Charlotte","New York","Silver",28,"Male",1,2004,3,0.5,"Business travel",1,0,70,"Eco","1/30/14","MQ",13,0,0,"No",92,544,10,-73.9702,40.7184,-80.8158,35.2497,"NC","NY"
"4216","Denver","Baltimore","Blue",35,"Female",1,2005,15,0.0625,"Business travel",2,30,70,"Eco","3/1/14","OU",7,0,0,"No",229,1491,9,-76.6478,39.2341,-104.9551,39.7108,"CO","MD"
"4217","Buffalo","New York","Blue",56,"Female",1,2011,41,-0.7083,"Personal Travel",0,28,60,"Eco","3/4/14","B6",18,0,0,"No",59,301,7,-73.9702,40.7184,-78.8237,42.9249,"NY","NY"
"4218","Atlanta","Orlando","Silver",52,"Male",2,2007,6,0.2941,"Business travel",2,115,90,"Eco","1/12/14","DL",19,0,0,"No",57,404,10,-81.4112,28.5844,-84.3319,33.8241,"GA","FL"
"4219","Houston","Seattle","Blue",16,"Female",1,2010,12,-0.6,"Personal Travel",2,0,30,"Business","2/9/14","AS",10,0,11,"No",228,1874,3,-122.2747,47.4684,-95.3935,29.7843,"TX","WA"
"4220","Washington","New York","Blue",75,"Female",1,2003,52,-0.7931,"Personal Travel",0,5,35,"Eco","3/24/14","EV",6,0,0,"No",46,228,2,-73.9702,40.7184,-77.1897,38.8974,"DC","NY"
"4221","Denver","Detroit","Silver",30,"Female",1,2010,6,0.3333,"Business travel",2,0,60,"Business","2/18/14","WN",19,34,20,"No",163,1123,9,-83.2276,42.49,-104.9551,39.7108,"CO","MI"
"4222","Milwaukee","New York","Blue",68,"Female",1,2008,63,-0.8529,"Personal Travel",0,10,5,"Eco","2/11/14","WN",12,0,0,"No",117,738,6,-73.9702,40.7184,-88.1005,43.0557,"WI","NY"
"4223","Fayetteville","Detroit","Blue",54,"Male",1,2008,45,-0.9565,"Personal Travel",0,0,30,"Eco","3/5/14","EV",19,114,103,"No",110,715,2,-83.2276,42.49,-94.1798,36.2674,"AR","MI"
"4224","Philadelphia","Atlanta","Silver",52,"Female",2,2007,0,1,"Business travel",0,0,0,"Eco","3/6/14","FL",22,26,18,"No",86,666,8,-84.3319,33.8241,-75.2984,39.9733,"PA","GA"
"4225","Tulsa","Houston","Blue",63,"Female",1,2010,39,-0.95,"Personal Travel",0,1,55,"Business","2/20/14","EV",12,0,0,"No",67,429,1,-95.3935,29.7843,-95.9013,36.1054,"OK","TX"
"4226","Detroit","Chicago","Blue",61,"Male",1,2012,39,-0.5294,"Mileage tickets",1,20,90,"Eco","1/18/14","EV",10,29,15,"No",46,235,5,-87.8954,41.8271,-83.2276,42.49,"MI","IL"
"4227","Houston","Phoenix","Platinum",50,"Male",1,2006,4,0.2727,"Mileage tickets",3,0,30,"Eco","2/23/14","WN",8,6,0,"No",120,1020,6,-111.97,33.4941,-95.3935,29.7843,"TX","AZ"
"4228","St. Louis","Phoenix","Blue",70,"Female",1,2005,2,0.3333,"Business travel",0,0,40,"Eco","3/26/14","US",18,0,0,"No",138,1262,7,-111.97,33.4941,-90.3409,38.6307,"MO","AZ"
"4229","Chicago","Austin","Blue",32,"Female",1,2010,15,-0.1538,"Business travel",3,0,20,"Eco","2/5/14","AA",12,22,17,"No",119,978,3,-97.7615,30.3585,-87.8954,41.8271,"IL","TX"
"4230","Los Angeles","Tucson","Silver",42,"Female",1,2006,19,0.283,"Personal Travel",2,0,20,"Eco Plus","2/1/14","OO",11,20,19,"No",72,451,7,-110.9461,32.2549,-118.1043,33.9827,"CA","AZ"
"4231","Miami","Houston","Blue",80,"Female",2,2009,18,-0.6364,"Personal Travel",0,15,90,"Eco","1/6/14","OU",14,97,94,"No",113,964,4,-95.3935,29.7843,-80.2314,26.1756,"FL","TX"
"4232","Chicago","Baltimore","Blue",67,"Female",0,2007,44,-0.9556,"Personal Travel",0,0,100,"Eco","3/18/14","OU",7,0,0,"No",105,622,8,-76.6478,39.2341,-87.8954,41.8271,"IL","MD"
"4233","Sacramento","Houston","Silver",59,"Female",1,2008,21,-0.4483,"Business travel",0,0,60,"Eco","3/16/14","OU",21,10,0,"No",217,1609,8,-95.3935,29.7843,-121.3247,38.6386,"CA","TX"
"4234","Seattle","San Francisco","Blue",16,"Male",1,2010,7,0.125,"Personal Travel",2,0,72,"Eco","2/3/14","AS",12,0,1,"No",112,679,5,-122.1585,37.6712,-122.2747,47.4684,"WA","CA"
"4235","Phoenix","Houston","Blue",49,"Female",1,2012,7,0.3,"Business travel",1,80,70,"Eco","2/16/14","WN",15,0,0,"No",143,1020,8,-95.3935,29.7843,-111.97,33.4941,"AZ","TX"
"4236","New York","Miami","Blue",44,"Female",1,2005,25,-0.7241,"Mileage tickets",1,60,110,"Eco Plus","3/3/14","AA",15,9,0,"No",136,1096,9,-80.2314,26.1756,-73.9702,40.7184,"NY","FL"
"4237","Lubbock","Denver","Blue",27,"Male",2,2006,22,-0.375,"Personal Travel",1,25,35,"Eco","2/19/14","EV",19,1,4,"No",68,456,6,-104.9551,39.7108,-101.8932,33.5592,"TX","CO"
"4238","Chicago","Minneapolis","Blue",17,"Female",2,2006,2,0.4286,"Business travel",3,0,75,"Eco Plus","2/16/14","AA",16,7,0,"No",54,334,10,-93.2798,44.9782,-87.8954,41.8271,"IL","MN"
"4239","Boston","New York","Blue",36,"Female",1,2006,11,0,"Business travel",2,0,25,"Eco Plus","3/21/14","B6",10,0,0,"No",34,187,4,-73.9702,40.7184,-71.1407,42.3731,"MA","NY"
"4240","San Jose","Seattle","Blue",73,"Female",1,2008,28,-0.8065,"Personal Travel",0,0,25,"Eco Plus","3/31/14","AS",7,17,6,"No",108,697,1,-122.2747,47.4684,-121.9451,37.3298,"CA","WA"
"4241","Chicago","Las Vegas","Silver",38,"Female",2,2010,0,1,"Business travel",1,0,60,"Eco","1/22/14","WN",17,45,18,"No",170,1521,9,-115.1672,36.1349,-87.8954,41.8271,"IL","NV"
"4242","Denver","Fargo","Blue",18,"Female",2,2006,27,-0.7419,"Mileage tickets",1,20,3,"Business","2/15/14","F9",9,0,0,"No",100,627,8,-96.8207,46.8625,-104.9551,39.7108,"CO","ND"
"4243","Detroit","Portland","Silver",36,"Female",1,2004,0,1,"Business travel",0,150,35,"Eco","3/21/14","DL",11,235,222,"No",208,1953,9,-122.6511,45.5204,-83.2276,42.49,"MI","OR"
"4244","Green Bay","Chicago","Blue",21,"Male",1,2005,2,0,"Business travel",0,0,60,"Eco","1/10/14","OO",13,25,41,"No",38,173,9,-87.8954,41.8271,-88.0395,44.5072,"WI","IL"
"4245","Atlanta","Minneapolis","Blue",15,"Female",1,2003,15,-0.875,"Business travel",1,0,80,"Business","3/16/14","DL",15,9,13,"No",114,907,4,-93.2798,44.9782,-84.3319,33.8241,"GA","MN"
"4246","San Francisco","Pittsburgh","Blue",38,"Male",2,2009,0,1,"Business travel",0,0,65,"Eco","2/14/14","OU",6,16,0,"No",312,2254,9,-79.951,40.457,-122.1585,37.6712,"CA","PA"
"4247","Chicago","Madison","Blue",71,"Female",1,2004,23,-0.7037,"Personal Travel",0,30,50,"Eco","2/18/14","MQ",17,0,0,"No",28,108,7,-89.4299,43.0874,-87.8954,41.8271,"IL","WI"
"4248","Atlanta","Orlando","Blue",80,"Female",1,2003,40,-0.7021,"Personal Travel",0,0,90,"Eco","2/26/14","FL",19,0,0,"No",64,404,8,-81.4112,28.5844,-84.3319,33.8241,"GA","FL"
"4249","Salt Lake City","San Francisco","Blue",52,"Male",1,2004,22,-0.76,"Personal Travel",0,0,70,"Eco","1/5/14","DL",13,72,70,"No",76,599,4,-122.1585,37.6712,-111.9295,40.6408,"UT","CA"
"4250","Baltimore","Charleston","Platinum",33,"Male",1,2008,1,0.8182,"Business travel",1,15,0,"Eco","2/25/14","WN",20,14,2,"No",65,472,3,-80.0155,32.9023,-76.6478,39.2341,"MD","SC"
"4251","Washington","Las Vegas","Blue",42,"Female",1,2003,22,-0.913,"Business travel",2,0,105,"Eco","3/3/14","US",13,0,0,"No",236,2089,10,-115.1672,36.1349,-77.1897,38.8974,"DC","NV"
"4252","Houston","Atlanta","Blue",43,"Female",1,2006,14,0.0345,"Mileage tickets",2,60,35,"Eco","3/27/14","EV",12,0,0,"No",121,689,8,-84.3319,33.8241,-95.3935,29.7843,"TX","GA"
"4253","Washington","Miami","Gold",40,"Male",2,2003,10,-0.4286,"Business travel",2,30,15,"Eco","1/12/14","AA",21,0,0,"No",118,921,6,-80.2314,26.1756,-77.1897,38.8974,"DC","FL"
"4254","San Juan","Tampa","Silver",41,"Female",0,2011,4,0.3846,"Business travel",1,0,105,"Eco Plus","1/25/14","B6",8,0,0,"No",144,1237,10,-82.5132,28.0062,-66.1162,18.2882,"PR","FL"
"4255","Las Vegas","Atlanta","Blue",42,"Male",1,2009,14,-0.1667,"Business travel",1,90,90,"Eco","2/4/14","DL",13,0,0,"No",243,1747,10,-84.3319,33.8241,-115.1672,36.1349,"NV","GA"
"4256","Philadelphia","Charlotte","Blue",46,"Female",1,2003,10,-0.4286,"Business travel",1,25,15,"Eco","2/28/14","US",7,0,0,"No",80,449,8,-80.8158,35.2497,-75.2984,39.9733,"PA","NC"
"4257","Chicago","Minneapolis","Blue",37,"Female",2,2006,6,0.7073,"Business travel",1,15,60,"Eco Plus","1/20/14","AA",18,0,0,"No",56,334,10,-93.2798,44.9782,-87.8954,41.8271,"IL","MN"
"4258","Chicago","Orlando","Blue",17,"Male",1,2012,35,-0.7073,"Personal Travel",1,0,70,"Eco","1/11/14","WN",11,9,4,"No",131,990,4,-81.4112,28.5844,-87.8954,41.8271,"IL","FL"
"4259","San Antonio","Atlanta","Blue",31,"Male",1,2008,12,-0.8462,"Business travel",1,0,10,"Eco","2/16/14","DL",14,0,0,"No",123,874,8,-84.3319,33.8241,-98.4754,29.5144,"TX","GA"
"4260","San Francisco","Chicago","Silver",36,"Female",1,2010,6,0.5,"Business travel",1,5,205,"Eco","1/11/14","OU",18,22,24,"No",272,1846,8,-87.8954,41.8271,-122.1585,37.6712,"CA","IL"
"4261","Salt Lake City","Medford","Blue",25,"Male",1,2010,0,1,"Business travel",2,0,0,"Eco","2/24/14","OO",6,0,0,"No",80,575,3,-122.8442,42.3364,-111.9295,40.6408,"UT","OR"
"4262","Portland","Seattle","Blue",59,"Female",1,2003,29,-0.6111,"Business travel",0,0,210,"Eco","3/18/14","OO",10,0,0,"No",32,129,8,-122.2747,47.4684,-122.6511,45.5204,"OR","WA"
"4263","Atlanta","Tulsa","Blue",38,"Male",2,2010,22,-0.3333,"Business travel",4,10,60,"Eco","1/17/14","DL",6,0,0,"No",83,674,10,-95.9013,36.1054,-84.3319,33.8241,"GA","OK"
"4264","San Jose","Phoenix","Blue",49,"Female",1,2007,24,-0.2632,"Business travel",1,0,40,"Eco","1/21/14","WN",20,20,13,"No",91,621,8,-111.97,33.4941,-121.9451,37.3298,"CA","AZ"
"4265","Charlotte","Rochester","Platinum",85,"Male",1,2007,13,-0.7333,"Personal Travel",0,0,270,"Eco Plus","2/8/14","US",8,5,1,"No",96,573,1,-77.5682,43.1376,-80.8158,35.2497,"NC","NY"
"4266","Albuquerque","Phoenix","Blue",16,"Male",2,2011,36,-0.6744,"Mileage tickets",3,0,115,"Eco","3/27/14","WN",14,20,15,"No",46,328,8,-111.97,33.4941,-106.6281,35.1434,"NM","AZ"
"4267","San Jose","Denver","Blue",61,"Female",1,2004,15,-0.6667,"Mileage tickets",0,10,70,"Business","1/10/14","WN",12,15,8,"No",136,948,10,-104.9551,39.7108,-121.9451,37.3298,"CA","CO"
"4268","Fort Wayne","Chicago","Silver",50,"Male",2,2003,24,-0.5484,"Business travel",0,0,70,"Eco","2/4/14","MQ",14,4,15,"No",36,157,9,-87.8954,41.8271,-85.1389,41.1004,"IN","IL"
"4269","Denver","Salt Lake City","Blue",33,"Female",1,2010,13,0.5185,"Personal Travel",2,0,35,"Eco","2/26/14","EV",17,0,0,"No",59,391,6,-111.9295,40.6408,-104.9551,39.7108,"CO","UT"
"4270","Lihue","San Diego","Blue",35,"Female",1,2010,10,0.5238,"Personal Travel",1,0,95,"Eco","3/11/14","AS",10,0,0,"No",342,2676,8,-117.1288,32.9287,-159.3617,21.9758,"HI","CA"
"4271","Charlotte","Chicago","Platinum",44,"Male",2,2005,17,-0.4167,"Business travel",0,0,140,"Eco","2/3/14","EV",9,127,121,"No",86,599,8,-87.8954,41.8271,-80.8158,35.2497,"NC","IL"
"4272","Seattle","Boston","Blue",16,"Female",2,2007,13,-0.8571,"Business travel",1,0,60,"Eco Plus","1/30/14","AS",7,0,0,"No",344,2496,7,-71.1407,42.3731,-122.2747,47.4684,"WA","MA"
"4273","Chicago","Hartford","Silver",47,"Female",2,2006,26,-0.3333,"Personal Travel",2,0,50,"Eco","3/7/14","MQ",10,0,0,"No",125,783,7,-72.6988,41.7401,-87.8954,41.8271,"IL","CT"
"4274","Los Angeles","Atlanta","Silver",40,"Female",1,2004,10,-0.4286,"Business travel",0,0,20,"Eco","1/14/14","DL",12,0,0,"No",256,1947,8,-84.3319,33.8241,-118.1043,33.9827,"CA","GA"
"4275","Houston","Lake Charles","Blue",31,"Male",1,2011,41,-0.5185,"Business travel",3,50,0,"Eco","1/15/14","EV",16,0,0,"No",28,127,6,-93.2558,30.2447,-95.3935,29.7843,"TX","LA"
"4276","New York","Los Angeles","Blue",65,"Male",2,2006,51,-0.9615,"Personal Travel",0,0,0,"Eco","2/15/14","OU",8,0,0,"No",288,2475,6,-118.1043,33.9827,-73.9702,40.7184,"NY","CA"
"4277","Phoenix","Denver","Silver",57,"Female",1,2004,6,-0.2,"Business travel",0,194,75,"Eco","1/10/14","F9",17,2,0,"No",81,602,10,-104.9551,39.7108,-111.97,33.4941,"AZ","CO"
"4278","Dothan","Atlanta","Blue",69,"Male",1,2008,33,-0.6098,"Personal Travel",0,30,80,"Eco","2/24/14","EV",10,0,0,"No",35,170,6,-84.3319,33.8241,-85.4251,31.2237,"AL","GA"
"4279","Denver","Albuquerque","Silver",40,"Female",0,2011,13,0.037,"Business travel",3,0,255,"Eco","3/23/14","WN",8,0,0,"No",54,349,9,-106.6281,35.1434,-104.9551,39.7108,"CO","NM"
"4280","Los Angeles","Phoenix","Blue",63,"Female",1,2009,26,-0.5758,"Mileage tickets",0,0,75,"Eco","1/7/14","US",18,2,0,"No",59,370,9,-111.97,33.4941,-118.1043,33.9827,"CA","AZ"
"4281","Chicago","Las Vegas","Blue",85,"Female",1,2005,50,-0.9608,"Personal Travel",0,0,105,"Eco","3/16/14","OU",6,2,23,"No",200,1514,5,-115.1672,36.1349,-87.8954,41.8271,"IL","NV"
"4282","Buffalo","Orlando","Blue",63,"Male",1,2011,0,1,"Business travel",0,0,15,"Business","1/16/14","WN",10,0,0,"No",127,1011,3,-81.4112,28.5844,-78.8237,42.9249,"NY","FL"
"4283","Denver","St. Louis","Blue",18,"Male",0,2004,29,-0.8125,"Business travel",1,5,0,"Eco Plus","2/5/14","WN",18,16,15,"No",130,770,6,-90.3409,38.6307,-104.9551,39.7108,"CO","MO"
"4284","Chicago","Pittsburgh","Gold",43,"Male",1,2011,12,0.04,"Business travel",4,0,120,"Eco","2/19/14","OU",15,9,0,"No",69,413,10,-79.951,40.457,-87.8954,41.8271,"IL","PA"
"4285","Tampa","Charlotte","Blue",85,"Female",1,2006,26,-0.4444,"Business travel",0,60,105,"Eco Plus","2/12/14","US",22,NA,NA,"Yes",0,507,7,-80.8158,35.2497,-82.5132,28.0062,"FL","NC"
"4286","San Francisco","Boston","Blue",80,"Female",1,2006,42,-0.7872,"Personal Travel",0,0,80,"Eco","2/9/14","B6",7,138,153,"No",402,2704,4,-71.1407,42.3731,-122.1585,37.6712,"CA","MA"
"4287","Richmond","Atlanta","Silver",64,"Male",1,2010,0,1,"Business travel",0,0,70,"Eco","3/7/14","DL",15,9,6,"No",72,481,7,-84.3319,33.8241,-77.488,37.4779,"VA","GA"
"4288","Austin","New York","Silver",57,"Female",1,2012,38,-0.7674,"Business travel",0,0,60,"Eco","1/24/14","B6",20,33,12,"No",204,1521,7,-73.9702,40.7184,-97.7615,30.3585,"TX","NY"
"4289","Orlando","Baltimore","Silver",55,"Female",2,2006,0,1,"Business travel",0,0,190,"Eco","1/16/14","WN",6,13,6,"No",124,787,9,-76.6478,39.2341,-81.4112,28.5844,"FL","MD"
"4290","Corpus Christi","Houston","Silver",47,"Female",1,2003,14,-0.4737,"Personal Travel",0,0,135,"Eco","2/19/14","EV",7,0,0,"No",40,201,3,-95.3935,29.7843,-97.4126,27.7453,"TX","TX"
"4291","Sacramento","San Diego","Blue",34,"Female",2,2009,39,-0.9024,"Personal Travel",4,0,30,"Eco","2/17/14","WN",13,16,13,"No",76,480,2,-117.1288,32.9287,-121.3247,38.6386,"CA","CA"
"4292","Baltimore","Phoenix","Blue",69,"Female",2,2008,23,-0.9167,"Personal Travel",0,0,60,"Eco","1/8/14","US",9,9,26,"No",224,1999,2,-111.97,33.4941,-76.6478,39.2341,"MD","AZ"
"4293","Chicago","Green Bay","Silver",80,"Male",2,2012,15,-0.7647,"Personal Travel",0,20,30,"Eco","3/28/14","MQ",6,0,4,"No",39,173,9,-88.0395,44.5072,-87.8954,41.8271,"IL","WI"
"4294","La Crosse","Minneapolis","Blue",27,"Female",2,2005,19,0,"Mileage tickets",1,0,70,"Eco","1/29/14","OO",19,0,0,"No",23,119,2,-93.2798,44.9782,-91.2264,43.8598,"WI","MN"
"4295","Phoenix","Bakersfield","Gold",49,"Male",1,2003,16,-0.6,"Business travel",1,40,95,"Eco","1/9/14","OO",6,0,0,"No",73,425,10,-119.0306,35.3623,-111.97,33.4941,"AZ","CA"
"4296","Houston","Atlanta","Blue",30,"Female",1,2007,15,-0.4286,"Business travel",0,0,50,"Eco","1/3/14","FL",8,26,22,"No",106,696,9,-84.3319,33.8241,-95.3935,29.7843,"TX","GA"
"4297","Boston","Philadelphia","Platinum",44,"Female",2,2008,12,0.2258,"Business travel",2,85,30,"Eco","2/10/14","US",8,0,0,"No",50,280,10,-75.2984,39.9733,-71.1407,42.3731,"MA","PA"
"4298","Oklahoma City","Houston","Blue",30,"Male",1,2004,33,-0.5714,"Business travel",2,155,100,"Eco","3/9/14","EV",10,0,0,"No",58,395,6,-95.3935,29.7843,-97.5243,35.5048,"OK","TX"
"4299","Washington","Detroit","Blue",62,"Male",1,2007,59,-0.9344,"Personal Travel",0,0,55,"Eco","1/8/14","DL",17,20,17,"No",64,405,5,-83.2276,42.49,-77.1897,38.8974,"DC","MI"
"4300","Las Vegas","Los Angeles","Blue",19,"Male",1,2003,24,-0.4118,"Business travel",0,7,120,"Eco","2/9/14","AA",17,0,19,"No",43,236,7,-118.1043,33.9827,-115.1672,36.1349,"NV","CA"
"4301","Albany","Chicago","Blue",16,"Female",2,2003,13,-0.8571,"Personal Travel",1,75,105,"Eco","1/17/14","OU",13,1,2,"No",86,723,8,-87.8954,41.8271,-73.7994,42.7439,"NY","IL"
"4302","Chicago","Charlotte","Gold",34,"Female",1,2009,17,-0.619,"Business travel",0,75,10,"Business","3/21/14","MQ",7,0,0,"No",115,599,8,-80.8158,35.2497,-87.8954,41.8271,"IL","NC"
"4303","Minneapolis","Anchorage","Platinum",52,"Male",2,2003,40,-0.7391,"Personal Travel",0,50,40,"Eco","3/26/14","DL",21,0,0,"No",287,2519,7,-149.8472,61.1679,-93.2798,44.9782,"MN","AK"
"4304","Chicago","Detroit","Blue",80,"Female",1,2008,52,-0.7627,"Personal Travel",0,0,0,"Eco","2/15/14","MQ",16,92,78,"No",44,235,1,-83.2276,42.49,-87.8954,41.8271,"IL","MI"
"4305","Miami","Tampa","Blue",85,"Female",2,2006,23,-0.6429,"Business travel",0,90,20,"Eco","2/25/14","AA",15,0,0,"No",38,204,8,-82.5132,28.0062,-80.2314,26.1756,"FL","FL"
"4306","Orlando","Atlanta","Gold",47,"Female",1,2008,11,-0.0476,"Business travel",0,20,20,"Eco","3/14/14","DL",15,23,17,"No",63,404,8,-84.3319,33.8241,-81.4112,28.5844,"FL","GA"
"4307","Las Vegas","Tucson","Blue",55,"Male",1,2010,28,-0.75,"Mileage tickets",0,10,35,"Eco","1/19/14","WN",19,0,0,"No",59,365,7,-110.9461,32.2549,-115.1672,36.1349,"NV","AZ"
"4308","New York","Pittsburgh","Blue",37,"Female",2,2006,24,-0.6552,"Business travel",3,90,20,"Eco","3/25/14","MQ",11,0,6,"No",69,340,7,-79.951,40.457,-73.9702,40.7184,"NY","PA"
"4309","Atlanta","Albany","Blue",19,"Male",2,2012,5,-0.1111,"Business travel",0,0,20,"Eco","1/18/14","EV",13,0,0,"No",34,145,7,-84.1688,31.5911,-84.3319,33.8241,"GA","GA"
"4310","Philadelphia","Chicago","Blue",20,"Male",2,2003,5,0.2857,"Business travel",0,0,60,"Eco Plus","1/2/14","AA",13,91,99,"No",90,678,8,-87.8954,41.8271,-75.2984,39.9733,"PA","IL"
"4311","Little Rock","Chicago","Blue",38,"Male",1,2011,0,1,"Business travel",3,0,20,"Eco","2/23/14","WN",10,1,0,"No",84,544,6,-87.8954,41.8271,-92.3212,34.7566,"AR","IL"
"4312","Seattle","Chicago","Blue",42,"Male",1,2003,2,0.7647,"Business travel",2,0,65,"Business","3/17/14","AS",15,0,0,"No",239,1721,9,-87.8954,41.8271,-122.2747,47.4684,"WA","IL"
"4313","Houston","Fayetteville","Silver",27,"Female",2,2003,20,-0.8182,"Business travel",0,10,120,"Eco","2/7/14","OO",13,0,0,"No",95,438,9,-94.1798,36.2674,-95.3935,29.7843,"TX","AR"
"4314","Orlando","Denver","Blue",39,"Female",1,2011,10,0.1667,"Business travel",3,30,30,"Eco","3/9/14","OU",8,9,2,"No",185,1546,9,-104.9551,39.7108,-81.4112,28.5844,"FL","CO"
"4315","Houston","Pittsburgh","Silver",47,"Female",1,2006,31,-0.55,"Business travel",0,60,35,"Eco","1/9/14","OU",14,0,11,"No",188,1117,9,-79.951,40.457,-95.3935,29.7843,"TX","PA"
"4316","Atlanta","Detroit","Blue",34,"Female",2,2003,38,-0.7674,"Personal Travel",2,0,50,"Eco","1/17/14","DL",10,7,0,"No",92,594,7,-83.2276,42.49,-84.3319,33.8241,"GA","MI"
"4317","Billings","Salt Lake City","Gold",45,"Female",1,2005,2,0.2,"Business travel",0,0,75,"Eco","3/3/14","OO",15,0,0,"No",55,387,9,-111.9295,40.6408,-108.5318,45.7913,"MT","UT"
"4318","Denver","Salt Lake City","Blue",41,"Male",1,2009,10,-0.1765,"Business travel",2,10,25,"Eco","3/1/14","F9",14,95,88,"No",58,391,10,-111.9295,40.6408,-104.9551,39.7108,"CO","UT"
"4319","Tampa","Boston","Blue",38,"Female",1,2010,6,0.7273,"Personal Travel",3,40,60,"Eco","1/30/14","B6",7,0,5,"No",191,1185,2,-71.1407,42.3731,-82.5132,28.0062,"FL","MA"
"4320","Chicago","Evansville","Blue",38,"Male",2,2011,33,-0.8857,"Business travel",0,0,150,"Eco","2/11/14","MQ",18,0,0,"No",54,273,9,-87.5374,37.9785,-87.8954,41.8271,"IL","IN"
"4321","Atlanta","Minneapolis","Blue",59,"Female",3,2007,0,1,"Personal Travel",1,0,120,"Eco","1/16/14","FL",6,0,23,"No",116,907,5,-93.2798,44.9782,-84.3319,33.8241,"GA","MN"
"4322","New York","Chicago","Silver",58,"Male",1,2004,7,0.1765,"Business travel",0,0,100,"Eco","1/9/14","B6",19,27,50,"No",92,740,10,-87.8954,41.8271,-73.9702,40.7184,"NY","IL"
"4323","Hartford","Miami","Blue",40,"Female",1,2004,6,0.625,"Business travel",1,20,35,"Eco","1/30/14","AA",20,9,21,"No",145,1194,8,-80.2314,26.1756,-72.6988,41.7401,"CT","FL"
"4324","New York","Los Angeles","Platinum",41,"Male",1,2005,3,0,"Business travel",0,10,100,"Eco","2/5/14","OU",13,0,0,"No",272,2475,10,-118.1043,33.9827,-73.9702,40.7184,"NY","CA"
"4325","Santa Barbara","Los Angeles","Blue",15,"Male",1,2009,18,-0.44,"Business travel",2,0,75,"Eco","3/28/14","OO",20,46,55,"No",22,89,8,-118.1043,33.9827,-119.7241,34.4275,"CA","CA"
"4326","Hartford","Miami","Blue",64,"Female",1,2009,46,-0.8039,"Personal Travel",0,0,0,"Eco","1/12/14","AA",20,0,6,"No",153,1194,3,-80.2314,26.1756,-72.6988,41.7401,"CT","FL"
"4327","Phoenix","Seattle","Blue",33,"Female",2,2010,22,0.2281,"Business travel",2,25,30,"Eco Plus","3/16/14","WN",18,32,32,"No",137,1107,7,-122.2747,47.4684,-111.97,33.4941,"AZ","WA"
"4328","Houston","Lafayette","Blue",44,"Male",1,2003,33,-0.7368,"Business travel",1,0,45,"Eco","2/11/14","EV",5,49,50,"No",47,201,8,-92.0133,30.1654,-95.3935,29.7843,"TX","LA"
"4329","St. Louis","Tulsa","Blue",16,"Female",2,2007,15,-0.4286,"Personal Travel",4,75,45,"Eco","3/10/14","WN",17,0,0,"No",57,351,4,-95.9013,36.1054,-90.3409,38.6307,"MO","OK"
"4330","New Orleans","Dallas","Silver",60,"Male",2,2009,44,-0.7959,"Personal Travel",0,0,45,"Eco","1/28/14","WN",20,NA,NA,"Yes",0,436,7,-96.972,32.8127,-90.1437,29.9547,"LA","TX"
"4331","Houston","Gunnison","Gold",57,"Female",1,2004,15,-0.25,"Business travel",0,0,75,"Eco","3/8/14","OU",14,0,0,"No",115,886,10,-106.9355,38.5433,-95.3935,29.7843,"TX","CO"
"4332","San Francisco","Denver","Silver",40,"Male",1,2008,28,-0.2174,"Business travel",2,30,130,"Eco","2/23/14","OU",16,15,0,"No",125,967,10,-104.9551,39.7108,-122.1585,37.6712,"CA","CO"
"4333","Minot","Denver","Blue",77,"Male",2,2003,14,-0.4737,"Business travel",0,0,90,"Eco","1/26/14","OO",19,0,12,"No",91,604,8,-104.9551,39.7108,-101.2876,48.2338,"ND","CO"
"4334","Chicago","Detroit","Gold",26,"Female",1,2006,19,0,"Business travel",2,5,65,"Eco","3/23/14","EV",15,0,0,"No",49,228,6,-83.2276,42.49,-87.8954,41.8271,"IL","MI"
"4335","Phoenix","Miami","Platinum",65,"Male",1,2004,10,-0.1111,"Business travel",1,0,115,"Eco","1/17/14","AA",19,10,0,"No",277,1972,7,-80.2314,26.1756,-111.97,33.4941,"AZ","FL"
"4336","New York","Detroit","Silver",49,"Female",2,2006,19,-0.3103,"Business travel",1,0,90,"Eco","3/21/14","DL",17,0,0,"No",69,502,10,-83.2276,42.49,-73.9702,40.7184,"NY","MI"
