,DestinationCity,OriginCity,AirlineStatus,Age,Gender,PriceSensitivity,YearOfFirstFlight,FLightsPerYear,Loyalty,TypeOfTravel,TotalFreqFlyAccount,ShoppingAmount,FoodExpenses,Class,FlightDate,PartnerCode,ScheduleDepHour,DepartureDelayInMin,ArrivalDelayInMin,FlightCancelled,FlightDuration,Distance,LikelihoodRecommendScore,OriginLong,OriginLat,DestLong,DestLat,DestinationState,OriginState,AgeGroup
3268,Jacksonville,Chicago,Blue,85,Male,2,2011,54,-0.8,Personal Travel,0,0,30,Eco,1/14/2014,EV,13,0,1,No,128,864,4,-87.8954,41.8271,-81.6427,30.2401,FL,IL,over 54
3271,New York,Columbus,Blue,61,Female,3,2003,17,-0.5455,Personal Travel,0,0,22,Eco,2/13/2014,MQ,6,NA,NA,Yes,0,479,6,-82.9685,40.0212,-73.9702,40.7184,NY,OH,over 54
3273,Helena,Salt Lake City,Blue,65,Female,1,2003,47,-0.7407,Personal Travel,0,0,40,Eco,1/10/2014,OO,15,0,4,No,85,402,4,-111.9295,40.6408,-111.9935,46.6141,MT,UT,over 54
3274,New York,Miami,Blue,54,Male,1,2003,47,-0.7736,Business travel,0,109,65,Eco,3/21/2014,DL,19,0,0,No,148,1096,10,-80.2314,26.1756,-73.9702,40.7184,NY,FL,over 54
3278,Baltimore,Indianapolis,Blue,59,Female,2,2005,17,-0.619,Business travel,0,80,50,Eco,2/18/2014,WN,12,0,0,No,74,516,9,-86.1455,39.8113,-76.6478,39.2341,MD,IN,over 54
3280,Los Angeles,Seattle,Silver,69,Male,2,2009,23,-0.7037,Personal Travel,0,0,150,Eco,3/1/2014,AS,10,15,0,No,125,954,9,-122.2747,47.4684,-118.1043,33.9827,CA,WA,over 54
3286,Minneapolis,Hartford,Blue,58,Female,1,2010,33,-0.8333,Personal Travel,0,0,120,Eco,1/3/2014,DL,8,53,77,No,164,1050,5,-72.6988,41.7401,-93.2798,44.9782,MN,CT,over 54
3296,Marquette,Chicago,Blue,63,Male,2,2012,25,-0.7241,Personal Travel,0,0,90,Eco,1/5/2014,MQ,19,134,168,No,44,303,5,-87.8954,41.8271,-87.3987,46.5369,MI,IL,over 54
3297,Atlanta,Peoria,Blue,66,Male,1,2010,56,-0.75,Personal Travel,0,0,35,Eco,3/10/2014,EV,11,0,0,No,78,565,2,-89.5853,40.7018,-84.3319,33.8241,GA,IL,over 54
3301,Houston,Tampa,Blue,80,Female,1,2006,20,-0.3793,Personal Travel,0,30,105,Eco,3/28/2014,WN,6,NA,NA,Yes,0,781,8,-82.5132,28.0062,-95.3935,29.7843,TX,FL,over 54
3303,New York,Burlington,Silver,71,Female,1,2006,7,-0.2727,Business travel,0,0,50,Eco,1/18/2014,B6,11,0,0,No,49,266,7,-73.1479,44.474,-73.9702,40.7184,NY,VT,over 54
3309,Tampa,Atlanta,Silver,55,Male,1,2008,17,0.2609,Business travel,1,0,136,Eco,1/25/2014,DL,19,2,6,No,59,406,10,-84.3319,33.8241,-82.5132,28.0062,FL,GA,over 54
3313,Houston,Cleveland,Blue,65,Female,1,2005,40,-0.7778,Personal Travel,0,45,30,Eco,1/11/2014,OO,17,4,1,No,161,1091,7,-81.6054,41.4436,-95.3935,29.7843,TX,OH,over 54
3314,Pensacola,Houston,Blue,70,Male,2,2012,43,-0.6863,Personal Travel,0,0,30,Eco,2/9/2014,WN,15,0,0,No,60,488,2,-95.3935,29.7843,-87.2534,30.4853,FL,TX,over 54
3318,Minneapolis,Chicago,Silver,66,Female,1,2007,19,-0.8095,Business travel,2,0,45,Eco,3/12/2014,MQ,11,NA,NA,Yes,0,334,9,-87.8954,41.8271,-93.2798,44.9782,MN,IL,over 54
3319,Detroit,New York,Blue,63,Female,1,2003,16,-0.28,Personal Travel,0,215,40,Eco,3/29/2014,MQ,13,0,0,No,81,502,7,-73.9702,40.7184,-83.2276,42.49,MI,NY,over 54
3321,Chicago,Boston,Blue,61,Female,1,2007,20,-0.6667,Business travel,0,0,5,Eco,2/13/2014,WN,19,133,123,No,130,861,8,-71.1407,42.3731,-87.8954,41.8271,IL,MA,over 54
3329,New York,Phoenix,Blue,66,Male,1,2006,8,0.1111,Business travel,0,2,62,Eco,2/20/2014,US,13,2,15,No,256,2153,7,-111.97,33.4941,-73.9702,40.7184,NY,AZ,over 54
3335,Tampa,Atlanta,Blue,56,Female,1,2004,0,1,Business travel,1,0,10,Eco,3/27/2014,WN,17,12,1,No,61,406,3,-84.3319,33.8241,-82.5132,28.0062,FL,GA,over 54
3337,Atlanta,Denver,Silver,55,Male,1,2012,39,-0.814,Business travel,3,0,45,Eco,2/20/2014,F9,18,6,14,No,151,1199,10,-104.9551,39.7108,-84.3319,33.8241,GA,CO,over 54
3345,Indianapolis,Atlanta,Blue,74,Female,2,2012,19,-0.9,Personal Travel,0,40,100,Eco,3/12/2014,DL,14,6,0,No,65,432,8,-84.3319,33.8241,-86.1455,39.8113,IN,GA,over 54
3349,Atlanta,Seattle,Blue,75,Female,2,2012,35,-0.5909,Personal Travel,0,0,30,Eco,3/27/2014,DL,22,0,0,No,248,2182,6,-122.2747,47.4684,-84.3319,33.8241,GA,WA,over 54
3352,Cleveland,New York,Silver,60,Female,0,2009,5,0,Business travel,0,5,0,Eco,3/31/2014,MQ,8,0,0,No,64,419,9,-73.9702,40.7184,-81.6054,41.4436,OH,NY,over 54
3354,Seattle,Phoenix,Gold,80,Female,1,2003,48,-0.8824,Personal Travel,0,1,148,Eco,2/25/2014,AS,7,0,0,No,149,1107,4,-111.97,33.4941,-122.2747,47.4684,WA,AZ,over 54
3355,Los Angeles,Boston,Blue,78,Female,2,2008,47,-0.88,Personal Travel,0,0,105,Business,3/27/2014,VX,7,0,0,No,368,2611,5,-71.1407,42.3731,-118.1043,33.9827,CA,MA,over 54
3360,Los Angeles,San Diego,Silver,55,Male,2,2009,46,-0.8776,Personal Travel,0,0,75,Eco,3/1/2014,OO,19,35,55,No,35,109,7,-117.1288,32.9287,-118.1043,33.9827,CA,CA,over 54
3363,Denver,Portland,Blue,72,Female,2,2007,1,0.3333,Personal Travel,0,0,10,Eco,2/2/2014,F9,14,0,0,No,126,991,6,-122.6511,45.5204,-104.9551,39.7108,CO,OR,over 54
3368,Los Angeles,Chicago,Blue,59,Male,1,2004,20,-0.4815,Personal Travel,1,0,40,Eco,1/15/2014,AA,15,1,0,No,230,1744,9,-87.8954,41.8271,-118.1043,33.9827,CA,IL,over 54
3374,Dayton,Atlanta,Blue,57,Male,1,2009,69,-0.9167,Business travel,0,0,0,Eco,1/15/2014,FL,10,0,0,No,60,432,6,-84.3319,33.8241,-84.1671,39.7549,OH,GA,over 54
3375,Chicago,Detroit,Blue,54,Female,1,2012,12,-0.3333,Business travel,0,30,65,Business,3/25/2014,MQ,10,0,0,No,49,235,9,-83.2276,42.49,-87.8954,41.8271,IL,MI,over 54
3378,Denver,Minneapolis,Blue,56,Female,1,2008,15,0.1667,Business travel,2,60,60,Eco,3/5/2014,WN,14,37,12,No,91,680,7,-93.2798,44.9782,-104.9551,39.7108,CO,MN,over 54
3379,Phoenix,Reno,Blue,61,Male,2,2010,20,-0.5385,Personal Travel,0,0,90,Eco,1/4/2014,US,12,0,0,No,75,601,8,-119.7959,39.5326,-111.97,33.4941,AZ,NV,over 54
3380,Buffalo,Charlotte,Blue,76,Female,2,2004,16,-0.6842,Personal Travel,0,0,20,Eco,1/9/2014,US,16,3,3,No,78,546,3,-80.8158,35.2497,-78.8237,42.9249,NY,NC,over 54
3381,Washington,Atlanta,Blue,66,Female,1,2009,35,-0.9444,Personal Travel,0,60,135,Eco,2/18/2014,DL,17,7,3,No,79,547,7,-84.3319,33.8241,-77.1897,38.8974,DC,GA,over 54
3382,Atlanta,Akron,Blue,80,Female,1,2003,43,-0.9111,Personal Travel,0,60,45,Eco,2/6/2014,DL,17,0,8,No,89,528,3,-81.4919,41.0662,-84.3319,33.8241,GA,OH,over 54
3383,Denver,St. Louis,Blue,55,Female,1,2009,17,-0.36,Business travel,0,30,65,Eco,3/1/2014,WN,11,10,10,No,128,770,10,-90.3409,38.6307,-104.9551,39.7108,CO,MO,over 54
3385,Boston,San Francisco,Silver,76,Male,1,2012,18,-0.2857,Business travel,0,10,75,Eco,1/6/2014,OU,22,0,0,No,301,2704,10,-122.1585,37.6712,-71.1407,42.3731,MA,CA,over 54
3389,Dallas,Houston,Blue,68,Male,1,2003,14,-0.2727,Business travel,0,0,100,Eco,2/7/2014,WN,12,17,16,No,37,239,4,-95.3935,29.7843,-96.972,32.8127,TX,TX,over 54
3390,Spokane,Denver,Blue,61,Male,1,2008,31,-0.1273,Personal Travel,1,15,0,Eco,1/13/2014,WN,16,12,16,No,139,836,3,-104.9551,39.7108,-117.3523,47.6804,WA,CO,over 54
3391,Tampa,Charlotte,Blue,63,Female,2,2009,20,-0.3333,Business travel,0,0,70,Eco,3/9/2014,US,9,0,0,No,79,507,7,-80.8158,35.2497,-82.5132,28.0062,FL,NC,over 54
3394,Tampa,Washington,Blue,57,Female,2,2012,40,-0.8605,Personal Travel,0,0,60,Eco,2/28/2014,US,11,28,22,No,123,814,4,-77.1897,38.8974,-82.5132,28.0062,FL,DC,over 54
3400,Chicago,Las Vegas,Silver,71,Female,1,2010,12,-0.2632,Personal Travel,0,0,220,Eco Plus,3/24/2014,WN,6,1,0,No,186,1521,6,-115.1672,36.1349,-87.8954,41.8271,IL,NV,over 54
3403,Birmingham,New York,Blue,69,Female,1,2007,21,-0.4483,Business travel,0,175,30,Eco,1/10/2014,EV,20,NA,NA,Yes,0,866,7,-73.9702,40.7184,-86.792,33.4691,AL,NY,over 54
3404,Roanoke,Atlanta,Silver,85,Female,1,2012,38,-0.8095,Personal Travel,0,0,125,Eco,2/24/2014,EV,9,5,0,No,56,357,8,-84.3319,33.8241,-79.9763,37.2908,VA,GA,over 54
3405,Fargo,Minneapolis,Blue,58,Female,2,2011,0,1,Business travel,0,0,30,Eco Plus,1/5/2014,OO,9,0,0,No,41,223,6,-93.2798,44.9782,-96.8207,46.8625,ND,MN,over 54
3413,Des Moines,Chicago,Silver,55,Female,1,2010,10,-0.0526,Business travel,0,0,20,Eco,2/4/2014,WN,9,0,0,No,61,306,9,-87.8954,41.8271,-93.6561,41.6194,IA,IL,over 54
3417,New Orleans,Houston,Blue,76,Female,1,2005,34,-0.9429,Business travel,0,30,80,Eco,1/29/2014,OU,12,8,2,No,42,305,7,-95.3935,29.7843,-90.1437,29.9547,LA,TX,over 54
3418,Denver,Tulsa,Blue,76,Female,0,2007,44,-0.8333,Personal Travel,0,0,30,Eco Plus,3/23/2014,EV,18,32,33,No,88,541,2,-95.9013,36.1054,-104.9551,39.7108,CO,OK,over 54
3421,Dallas,Austin,Blue,85,Female,1,2012,27,-0.6875,Personal Travel,0,0,90,Eco,3/7/2014,WN,7,0,0,No,42,189,5,-97.7615,30.3585,-96.972,32.8127,TX,TX,over 54
3427,Tampa,Chicago,Blue,63,Female,1,2004,23,-0.5862,Business travel,0,0,15,Eco,2/17/2014,AA,8,8,11,No,132,1012,2,-87.8954,41.8271,-82.5132,28.0062,FL,IL,over 54
3429,Orlando,New York,Blue,60,Male,2,2011,38,-0.8537,Personal Travel,0,10,20,Eco,2/21/2014,B6,20,126,135,No,143,944,3,-73.9702,40.7184,-81.4112,28.5844,FL,NY,over 54
3433,Washington,Houston,Platinum,66,Male,2,2009,27,-0.4595,Business travel,0,2,147,Eco,3/31/2014,OU,7,2,8,No,155,1190,3,-95.3935,29.7843,-77.1897,38.8974,DC,TX,over 54
3437,New York,Houston,Blue,71,Female,1,2010,20,-0.5385,Personal Travel,1,80,90,Eco,3/10/2014,OU,10,0,0,No,184,1416,3,-95.3935,29.7843,-73.9702,40.7184,NY,TX,over 54
3438,Minneapolis,Las Vegas,Silver,85,Female,1,2011,43,-0.6863,Personal Travel,0,0,50,Eco,3/21/2014,DL,13,0,0,No,152,1299,9,-115.1672,36.1349,-93.2798,44.9782,MN,NV,over 54
3442,Buffalo,Las Vegas,Blue,78,Female,1,2011,22,-0.76,Business travel,0,10,53,Eco,3/18/2014,WN,11,19,0,No,216,1986,7,-115.1672,36.1349,-78.8237,42.9249,NY,NV,over 54
3447,Chicago,Buffalo,Gold,62,Female,1,2011,31,-0.8788,Personal Travel,0,0,15,Eco,3/24/2014,EV,18,0,0,No,81,473,1,-78.8237,42.9249,-87.8954,41.8271,IL,NY,over 54
3448,Salt Lake City,Baltimore,Blue,58,Female,1,2008,21,-0.3125,Business travel,1,50,90,Business,1/28/2014,DL,7,0,0,No,261,1865,5,-76.6478,39.2341,-111.9295,40.6408,UT,MD,over 54
3459,Houston,San Diego,Blue,55,Female,1,2008,10,-0.1765,Personal Travel,0,0,50,Eco,3/1/2014,OU,8,0,0,No,156,1303,7,-117.1288,32.9287,-95.3935,29.7843,TX,CA,over 54
3460,Minneapolis,Charlotte,Silver,58,Male,1,2004,2,0.6667,Business travel,0,0,195,Eco,3/2/2014,DL,11,0,0,No,143,930,8,-80.8158,35.2497,-93.2798,44.9782,MN,NC,over 54
3461,Atlanta,Charleston,Gold,71,Female,2,2010,10,-0.25,Personal Travel,0,3,55,Business,3/26/2014,DL,15,24,13,No,47,259,4,-80.0155,32.9023,-84.3319,33.8241,GA,SC,over 54
3465,Phoenix,Las Vegas,Blue,62,Male,2,2005,5,-0.6667,Personal Travel,0,30,30,Eco,1/11/2014,WN,8,0,0,No,42,255,7,-115.1672,36.1349,-111.97,33.4941,AZ,NV,over 54
3469,Las Vegas,Los Angeles,Blue,76,Male,3,2009,20,-0.3793,Personal Travel,1,5,60,Eco,2/8/2014,OO,10,0,0,No,47,236,7,-118.1043,33.9827,-115.1672,36.1349,NV,CA,over 54
3476,Las Vegas,Portland,Silver,72,Female,1,2008,13,-0.1818,Personal Travel,0,125,120,Eco,3/28/2014,WN,6,0,0,No,104,763,9,-122.6511,45.5204,-115.1672,36.1349,NV,OR,over 54
3480,Anchorage,Seattle,Blue,54,Female,2,2008,8,-0.3333,Business travel,0,15,120,Business,2/22/2014,AS,16,1,0,No,210,1448,9,-122.2747,47.4684,-149.8472,61.1679,AK,WA,over 54
3481,Washington,Chicago,Blue,85,Female,2,2006,36,-0.6364,Personal Travel,0,0,130,Eco,2/23/2014,OU,17,16,2,No,76,612,4,-87.8954,41.8271,-77.1897,38.8974,DC,IL,over 54
3482,Tampa,Boston,Blue,64,Female,2,2012,36,-0.8947,Mileage tickets,0,60,60,Eco,2/1/2014,B6,7,0,0,No,191,1185,8,-71.1407,42.3731,-82.5132,28.0062,FL,MA,over 54
3485,Atlanta,Washington,Blue,62,Male,1,2011,26,-0.7931,Personal Travel,0,120,130,Eco,3/6/2014,DL,14,14,21,No,92,534,4,-77.1897,38.8974,-84.3319,33.8241,GA,DC,over 54
3486,Minneapolis,Los Angeles,Blue,62,Male,1,2007,21,-0.5556,Personal Travel,0,120,105,Eco,1/13/2014,DL,8,0,13,No,212,1535,5,-118.1043,33.9827,-93.2798,44.9782,MN,CA,over 54
3491,Atlanta,Orlando,Blue,80,Male,0,2004,71,-0.9722,Personal Travel,0,0,120,Eco,1/11/2014,DL,13,97,140,No,62,404,4,-81.4112,28.5844,-84.3319,33.8241,GA,FL,over 54
3493,Washington,Boston,Gold,75,Male,1,2006,52,-0.8909,Business travel,0,21,65,Eco,2/22/2014,B6,6,8,30,No,80,399,5,-71.1407,42.3731,-77.1897,38.8974,DC,MA,over 54
3495,Seattle,Sacramento,Blue,75,Male,1,2003,45,-0.9565,Personal Travel,0,0,90,Eco,2/23/2014,AS,10,0,0,No,91,605,8,-121.3247,38.6386,-122.2747,47.4684,WA,CA,over 54
3496,Albuquerque,Las Vegas,Blue,61,Female,1,2003,8,0.0588,Business travel,0,50,30,Eco,2/27/2014,WN,8,0,0,No,61,486,8,-115.1672,36.1349,-106.6281,35.1434,NM,NV,over 54
3498,Tallahassee,Atlanta,Blue,57,Female,1,2010,33,-0.5349,Business travel,0,10,119,Eco,1/24/2014,DL,15,22,17,No,37,223,5,-84.3319,33.8241,-84.2689,30.4732,FL,GA,over 54
3502,New Orleans,Miami,Silver,60,Female,1,2007,36,-0.7143,Personal Travel,1,0,60,Eco,1/25/2014,AA,10,0,0,No,111,675,9,-80.2314,26.1756,-90.1437,29.9547,LA,FL,over 54
3505,Houston,New York,Blue,74,Female,1,2005,39,-0.7727,Personal Travel,0,30,40,Business,1/29/2014,OU,12,0,0,No,213,1416,3,-73.9702,40.7184,-95.3935,29.7843,TX,NY,over 54
3506,Denver,San Jose,Blue,69,Female,1,2010,26,-0.7333,Business travel,0,0,15,Eco,3/4/2014,OU,14,0,0,No,113,948,8,-121.9451,37.3298,-104.9551,39.7108,CO,CA,over 54
3510,Denver,Reno,Silver,65,Female,2,2007,26,-0.8571,Mileage tickets,0,0,45,Eco,2/16/2014,OO,8,0,0,No,98,804,9,-119.7959,39.5326,-104.9551,39.7108,CO,NV,over 54
3511,Charlotte,Cleveland,Blue,59,Male,1,2005,20,-0.9048,Personal Travel,0,0,150,Eco,3/6/2014,US,15,9,20,No,82,430,9,-81.6054,41.4436,-80.8158,35.2497,NC,OH,over 54
3513,Denver,Las Vegas,Blue,73,Female,1,2004,44,-0.8723,Personal Travel,0,30,60,Eco,1/27/2014,WN,19,20,14,No,88,628,5,-115.1672,36.1349,-104.9551,39.7108,CO,NV,over 54
3515,Austin,San Francisco,Blue,71,Female,1,2012,26,-0.4857,Personal Travel,0,10,45,Business,2/24/2014,VX,10,0,0,No,186,1504,7,-122.1585,37.6712,-97.7615,30.3585,TX,CA,over 54
3517,New York,Atlanta,Blue,57,Female,1,2008,17,-0.619,Business travel,0,0,10,Eco,3/30/2014,DL,11,0,20,No,112,762,8,-84.3319,33.8241,-73.9702,40.7184,NY,GA,over 54
3521,Los Angeles,San Jose,Silver,61,Female,1,2011,34,-0.7895,Personal Travel,0,0,60,Eco,1/28/2014,VX,14,0,0,No,50,308,7,-121.9451,37.3298,-118.1043,33.9827,CA,CA,over 54
3527,Dallas,San Antonio,Silver,58,Male,1,2007,16,-0.8824,Business travel,0,5,15,Business,3/9/2014,WN,14,54,42,No,40,248,7,-98.4754,29.5144,-96.972,32.8127,TX,TX,over 54
3528,Houston,Pittsburgh,Blue,56,Male,1,2009,10,-0.5385,Business travel,0,0,90,Eco,3/26/2014,OU,17,0,0,No,172,1117,8,-79.951,40.457,-95.3935,29.7843,TX,PA,over 54
3530,Des Moines,Chicago,Blue,80,Female,1,2012,25,-0.6129,Personal Travel,0,0,75,Eco Plus,2/2/2014,MQ,13,10,11,No,48,299,5,-87.8954,41.8271,-93.6561,41.6194,IA,IL,over 54
3539,Chattanooga,Atlanta,Blue,66,Male,1,2008,31,-0.7222,Business travel,0,30,240,Eco,3/13/2014,EV,9,0,0,No,24,106,1,-84.3319,33.8241,-85.2104,35.0585,TN,GA,over 54
3545,Phoenix,Denver,Blue,56,Female,1,2003,14,-0.8667,Personal Travel,0,60,135,Eco Plus,3/26/2014,WN,17,11,11,No,98,602,4,-104.9551,39.7108,-111.97,33.4941,AZ,CO,over 54
3547,Dayton,Baltimore,Blue,58,Female,1,2006,12,-0.3333,Business travel,0,365,90,Eco,1/4/2014,FL,10,66,65,No,69,406,10,-76.6478,39.2341,-84.1671,39.7549,OH,MD,over 54
3549,Salt Lake City,San Diego,Blue,68,Male,1,2004,49,-0.75,Personal Travel,0,0,120,Eco,3/14/2014,DL,10,0,0,No,92,626,5,-117.1288,32.9287,-111.9295,40.6408,UT,CA,over 54
3551,Atlanta,Little Rock,Blue,62,Male,2,2012,13,-0.1304,Personal Travel,0,0,150,Eco,1/26/2014,DL,13,0,0,No,64,453,7,-92.3212,34.7566,-84.3319,33.8241,GA,AR,over 54
3553,Chicago,Buffalo,Gold,62,Female,1,2011,31,-0.8788,Personal Travel,0,0,15,Eco,3/24/2014,EV,18,0,0,No,81,473,1,-78.8237,42.9249,-87.8954,41.8271,IL,NY,over 54
3554,Tucson,Chicago,Blue,71,Male,1,2011,1,0,Business travel,0,20,90,Eco,2/2/2014,AA,19,11,12,No,215,1437,8,-87.8954,41.8271,-110.9461,32.2549,AZ,IL,over 54
3555,Shreveport,Atlanta,Silver,54,Male,1,2011,16,-0.7778,Business travel,0,0,75,Eco,1/9/2014,EV,19,0,0,No,92,551,9,-84.3319,33.8241,-93.7562,32.4873,LA,GA,over 54
3561,Baton Rouge,Houston,Silver,72,Female,1,2009,21,-0.5,Personal Travel,0,165,70,Eco,3/29/2014,EV,17,0,0,No,38,253,3,-95.3935,29.7843,-91.039,30.4279,LA,TX,over 54
3563,Washington,Los Angeles,Blue,77,Female,1,2008,35,-0.7073,Personal Travel,0,30,80,Eco,3/26/2014,AA,9,0,0,No,260,2288,8,-118.1043,33.9827,-77.1897,38.8974,DC,CA,over 54
3566,Jacksonville,Chicago,Silver,57,Male,1,2003,10,-0.5385,Business travel,0,45,70,Business,3/30/2014,WN,15,0,0,No,104,849,9,-87.8954,41.8271,-81.6427,30.2401,FL,IL,over 54
3568,New York,Las Vegas,Blue,59,Male,1,2007,0,1,Business travel,0,30,35,Eco,1/1/2014,DL,21,1,8,No,247,2248,10,-115.1672,36.1349,-73.9702,40.7184,NY,NV,over 54
3573,San Francisco,New York,Silver,58,Male,1,2003,46,-0.6727,Personal Travel,0,0,15,Eco,3/27/2014,B6,8,0,13,No,366,2586,7,-73.9702,40.7184,-122.1585,37.6712,CA,NY,over 54
3579,San Francisco,Atlanta,Blue,58,Male,1,2007,6,0.1429,Business travel,0,290,120,Eco,3/23/2014,FL,20,2,18,No,311,2139,8,-84.3319,33.8241,-122.1585,37.6712,CA,GA,over 54
3580,Salt Lake City,Phoenix,Blue,68,Female,1,2007,26,-0.9259,Mileage tickets,0,95,125,Eco,2/11/2014,US,17,10,7,No,79,507,9,-111.97,33.4941,-111.9295,40.6408,UT,AZ,over 54
3587,New York,Los Angeles,Blue,59,Male,1,2007,13,-0.1304,Personal Travel,0,0,30,Eco,1/28/2014,OU,8,0,0,No,286,2475,7,-118.1043,33.9827,-73.9702,40.7184,NY,CA,over 54
3591,Phoenix,Orlando,Platinum,67,Male,1,2003,15,-0.6667,Business travel,0,5,60,Eco,1/26/2014,WN,16,0,0,No,267,1849,9,-81.4112,28.5844,-111.97,33.4941,AZ,FL,over 54
3592,San Francisco,Chico,Blue,74,Female,1,2006,18,-0.7143,Personal Travel,0,0,60,Eco,3/8/2014,OO,6,0,0,No,45,153,4,-121.8437,39.7502,-122.1585,37.6712,CA,CA,over 54
3599,Missoula,Denver,Blue,75,Female,1,2010,43,-0.6863,Personal Travel,0,0,65,Eco,3/26/2014,OO,14,17,12,No,97,679,5,-104.9551,39.7108,-114.0342,46.874,MT,CO,over 54
3603,Los Angeles,Aspen,Blue,74,Male,2,2011,42,-0.8667,Personal Travel,0,20,75,Eco,3/24/2014,OO,10,19,7,No,99,737,5,-106.8403,39.1993,-118.1043,33.9827,CA,CO,over 54
3607,Los Angeles,Fresno,Blue,61,Female,1,2008,4,-0.1429,Business travel,0,30,77,Eco,1/3/2014,OO,12,0,0,No,39,209,10,-119.7611,36.7878,-118.1043,33.9827,CA,CA,over 54
3612,Las Vegas,Washington,Blue,68,Female,1,2003,12,-0.1429,Business travel,0,15,98,Eco,1/29/2014,OU,8,47,28,No,275,2065,3,-77.1897,38.8974,-115.1672,36.1349,NV,DC,over 54
3614,Los Angeles,Orlando,Gold,67,Female,1,2012,40,-0.7391,Personal Travel,0,0,55,Eco,1/31/2014,AA,9,4,0,No,312,2218,7,-81.4112,28.5844,-118.1043,33.9827,CA,FL,over 54
3617,Atlanta,Cleveland,Blue,55,Male,2,2012,21,-0.4483,Mileage tickets,0,10,120,Eco,1/23/2014,DL,16,13,22,No,84,554,3,-81.6054,41.4436,-84.3319,33.8241,GA,OH,over 54
3619,St. Louis,New York,Blue,70,Male,1,2012,53,-0.7966,Personal Travel,0,8,45,Eco,3/27/2014,MQ,14,0,0,No,136,888,2,-73.9702,40.7184,-90.3409,38.6307,MO,NY,over 54
3629,Houston,Dallas,Blue,54,Female,1,2010,20,-0.7391,Business travel,0,60,100,Eco,3/6/2014,WN,16,3,2,No,52,239,9,-96.972,32.8127,-95.3935,29.7843,TX,TX,over 54
3631,Denver,Wichita,Blue,80,Female,1,2009,19,-0.52,Personal Travel,0,75,30,Eco,1/29/2014,OO,12,0,0,No,68,420,7,-97.3273,37.6797,-104.9551,39.7108,CO,KS,over 54
3633,New York,Chicago,Blue,80,Male,2,2003,21,-0.9091,Personal Travel,0,0,255,Eco,1/11/2014,AA,19,4,6,No,100,733,3,-87.8954,41.8271,-73.9702,40.7184,NY,IL,over 54
3634,Portland,San Francisco,Blue,78,Female,1,2011,39,-0.6957,Personal Travel,0,0,51,Eco Plus,2/28/2014,OO,22,23,20,No,80,550,4,-122.1585,37.6712,-122.6511,45.5204,OR,CA,over 54
3636,San Diego,San Francisco,Blue,66,Female,1,2009,25,-0.5152,Business travel,0,0,28,Eco,3/18/2014,VX,10,0,0,No,65,447,8,-122.1585,37.6712,-117.1288,32.9287,CA,CA,over 54
3640,Salt Lake City,Denver,Blue,77,Female,1,2011,33,-0.8857,Personal Travel,0,0,60,Eco,2/11/2014,F9,15,72,62,No,63,391,4,-104.9551,39.7108,-111.9295,40.6408,UT,CO,over 54
3642,Phoenix,Fresno,Blue,77,Female,2,2012,12,-0.8462,Personal Travel,0,0,60,Eco Plus,2/25/2014,OO,16,0,0,No,82,493,4,-119.7611,36.7878,-111.97,33.4941,AZ,CA,over 54
3645,Miami,Boston,Blue,69,Male,1,2009,50,-0.6667,Business travel,0,75,20,Eco,3/4/2014,AA,14,17,0,No,184,1258,6,-71.1407,42.3731,-80.2314,26.1756,FL,MA,over 54
3651,San Jose,Los Angeles,Blue,54,Male,2,2012,2,0.6364,Business travel,0,20,75,Eco,3/27/2014,OO,20,11,19,No,67,308,9,-118.1043,33.9827,-121.9451,37.3298,CA,CA,over 54
3654,St. Louis,Phoenix,Blue,59,Female,1,2011,24,-0.6552,Mileage tickets,0,30,135,Eco,1/22/2014,US,16,0,0,No,146,1262,8,-111.97,33.4941,-90.3409,38.6307,MO,AZ,over 54
3655,San Juan,Miami,Blue,71,Male,1,2006,23,-0.7692,Personal Travel,0,55,120,Eco,1/21/2014,AA,9,0,0,No,121,1045,7,-80.2314,26.1756,-66.1162,18.2882,PR,FL,over 54
3657,Philadelphia,Atlanta,Silver,60,Male,1,2004,7,-0.75,Business travel,0,0,75,Eco,2/6/2014,US,8,0,0,No,86,666,10,-84.3319,33.8241,-75.2984,39.9733,PA,GA,over 54
3658,New Orleans,Houston,Blue,62,Female,2,2008,36,-0.7143,Personal Travel,0,0,55,Eco,3/16/2014,WN,11,1,5,No,46,302,5,-95.3935,29.7843,-90.1437,29.9547,LA,TX,over 54
3661,Dallas,Kansas City,Silver,58,Male,1,2003,23,-0.5862,Business travel,1,90,120,Eco,3/23/2014,WN,10,29,24,No,74,460,8,-94.5949,39.0398,-96.972,32.8127,TX,MO,over 54
3663,Baltimore,Atlanta,Blue,75,Female,2,2008,53,-0.7377,Personal Travel,0,0,0,Eco,3/19/2014,DL,20,1,0,No,78,577,3,-84.3319,33.8241,-76.6478,39.2341,MD,GA,over 54
3664,Austin,Orlando,Silver,67,Female,1,2003,2,-0.3333,Personal Travel,0,75,105,Eco Plus,2/20/2014,B6,13,0,0,No,145,994,10,-81.4112,28.5844,-97.7615,30.3585,TX,FL,over 54
3672,Boston,Los Angeles,Platinum,61,Male,1,2006,8,-0.7778,Business travel,0,0,90,Eco,1/15/2014,B6,8,0,6,No,305,2611,3,-118.1043,33.9827,-71.1407,42.3731,MA,CA,over 54
